ticker,name,signal_date,quarter,market_regime,direction,chg_pct,close,trade_amount,avg_trade_amount,amount_tag,flow_category,foreign_5d,institution_5d,individual_5d,dart_tag,disclosure_count,disclosure_names,window_category,investor_error,dart_error,status,error,is_candidate,no_match_reason,hypothesis_id,priority,use_type,suggested_response,preferred_entry_mode,preferred_hold_days,backtest_avg_score_pct,backtest_hit_rate,risk_note,match_quality,required_flow_category
055550,신한지주,2026-06-24,2026_Q2,변동성 장세,down,-2.0470829068577223,95700.0,140786473950.0,134123193988.52632,거래대금평균상회,수급엇갈림,389524.0,-546733.0,170194.0,DART공시동반,3,2026-06-24 증권발행실적보고서 / 2026-06-23 투자설명서(일괄신고) / 2026-06-23 일괄신고추가서류,직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
128940,한미약품,2026-06-24,2026_Q2,변동성 장세,up,6.896551724137923,403000.0,37998172250.0,65471453640.350876,거래대금약함,수급엇갈림,73387.0,-14123.0,-58654.0,주변공시부재,0,,직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
010140,삼성중공업,2026-06-24,2026_Q2,변동성 장세,up,1.2345679012345734,24600.0,85819867025.0,190657858972.38596,거래대금약함,외국인기관동반매도,-1049906.0,-1045023.0,2160282.0,주변공시부재,0,,직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
108490,로보티즈,2026-06-24,2026_Q2,변동성 장세,up,0.39292730844793233,255500.0,56560679750.0,111423871333.33333,거래대금약함,외국인기관동반매도,-80728.0,-86923.0,166724.0,주변공시부재,0,,누적배경,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
086520,에코프로,2026-06-24,2026_Q2,변동성 장세,up,4.563106796116512,107700.0,113841359300.0,194196746399.1228,거래대금약함,외국인기관동반매수,341810.0,116113.0,-451064.0,DART공시동반,2,2026-06-24 [기재정정]타법인주식및출자증권취득결정               / 2026-06-24 주식등의대량보유상황보고서(일반),직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
003550,LG,2026-06-24,2026_Q2,변동성 장세,up,0.6085192697768749,99200.0,39708913650.0,95525135494.38597,거래대금약함,수급엇갈림,288090.0,-37282.0,-255245.0,DART공시동반,1,2026-06-22 기업설명회(IR)개최(안내공시)              ,직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
035720,카카오,2026-06-24,2026_Q2,변동성 장세,down,-0.7299270072992692,34000.0,56379975975.0,90697835245.10527,거래대금약함,외국인기관동반매도,-721226.0,-772485.0,1531198.0,DART공시동반,2,2026-06-24 지속가능경영보고서등관련사항(자율공시)               / 2026-06-19 임원ㆍ주요주주특정증권등소유상황보고서,직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
353200,대덕전자,2026-06-24,2026_Q2,변동성 장세,down,-1.638176638176636,138100.0,121831804700.0,150393113338.5965,거래대금약함,수급엇갈림,654836.0,-336090.0,-298406.0,주변공시부재,0,,누적배경,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
018880,한온시스템,2026-06-24,2026_Q2,변동성 장세,down,-0.5063291139240533,3930.0,39476116021.0,133339762474.80702,거래대금약함,외국인기관동반매도,-13255076.0,-1163337.0,14246161.0,주변공시부재,0,,선반영,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
326030,SK바이오팜,2026-06-24,2026_Q2,변동성 장세,up,5.352798053527974,86600.0,17801587350.0,29490454222.438595,거래대금약함,수급엇갈림,74870.0,-27567.0,-48790.0,DART공시동반,2,2026-06-22 투자판단관련주요경영사항              (Insilico Medicine과의 공동연구개발 파트너십 계약 체결) / 2026-06-19 지속가능경영보고서등관련사항(자율공시)              ,직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
066970,엘앤에프,2026-06-24,2026_Q2,변동성 장세,up,0.8873114463176623,113700.0,37271787300.0,130648429850.0,거래대금약함,수급엇갈림,230139.0,-210779.0,-19224.0,주변공시부재,0,,직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
417010,나노팀,2026-06-24,2026_Q2,변동성 장세,down,-3.0088495575221197,5480.0,780990425.0,13195467020.438597,거래대금약함,수급엇갈림,193883.0,-39.0,-162897.0,주변공시부재,0,,선반영,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
010060,OCI홀딩스,2026-06-24,2026_Q2,변동성 장세,down,-1.851851851851849,212000.0,57539751500.0,126932594085.08772,거래대금약함,수급엇갈림,345489.0,-192553.0,-142659.0,주변공시부재,0,,선반영,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
069540,빛과전자,2026-06-24,2026_Q2,변동성 장세,up,0.7858546168958647,2565.0,8616021741.0,97160887189.82455,거래대금약함,외국인기관동반매수,2173585.0,24471.0,-2201440.0,DART공시동반,1,2026-06-19 기타경영사항(자율공시)              ,직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
036540,SFA반도체,2026-06-24,2026_Q2,변동성 장세,down,-0.4854368932038833,6150.0,15238485635.0,71807846083.1579,거래대금약함,외국인기관동반매수,80938.0,185279.0,-264052.0,주변공시부재,0,,선반영,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
477850,마키나락스,2026-06-24,2026_Q2,변동성 장세,up,2.1818181818181737,14050.0,4298184760.0,77488551597.70833,거래대금약함,수급엇갈림,57199.0,-245535.0,186010.0,주변공시부재,0,,직접반응,,KeyError('477850'),ok,,False,strategy_condition_not_matched,,,,,,,,,,,
050890,쏠리드,2026-06-24,2026_Q2,변동성 장세,down,-0.17809439002671734,11210.0,11705966130.0,130665363547.45615,거래대금약함,외국인기관동반매수,1045157.0,64297.0,-1115524.0,주변공시부재,0,,선반영,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
247540,에코프로비엠,2026-06-24,2026_Q2,변동성 장세,up,1.060304837640813,152500.0,79213699600.0,128418351652.63158,거래대금약함,수급엇갈림,39649.0,-92102.0,55861.0,주변공시부재,0,,직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
017900,광전자,2026-06-24,2026_Q2,변동성 장세,up,0.6784260515603879,7420.0,9221603735.0,112710075060.85965,거래대금약함,외국인기관동반매수,214924.0,4103.0,-214580.0,주변공시부재,0,,누적배경,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
005490,POSCO홀딩스,2026-06-24,2026_Q2,변동성 장세,up,2.9503105590062084,331500.0,136653488000.0,222211002988.94736,거래대금약함,수급엇갈림,152228.0,-245764.0,90816.0,DART공시동반,4,2026-06-24 불성실공시법인미지정              (지정유예) / 2026-06-24 최대주주등소유주식변동신고서               / 2026-06-23 주식등의대량보유상황보고서(약식),직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
027360,아주IB투자,2026-06-24,2026_Q2,변동성 장세,down,-4.942965779467679,5000.0,17557904550.0,175266658285.89474,거래대금약함,수급엇갈림,2193789.0,-231098.0,-1948088.0,주변공시부재,0,,선반영,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
274090,켄코아에어로스페이스,2026-06-24,2026_Q2,변동성 장세,up,1.1618257261410747,12190.0,5283956840.0,31381914904.473682,거래대금약함,수급엇갈림,603170.0,-22834.0,-594949.0,주변공시부재,0,,누적배경,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
066430,아이로보틱스,2026-06-24,2026_Q2,변동성 장세,up,5.4249547920433905,2915.0,4357954718.0,22959719351.035088,거래대금약함,수급엇갈림,-299986.0,0.0,291598.0,주변공시부재,0,,누적배경,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
290690,소룩스,2026-06-24,2026_Q2,변동성 장세,up,15.59999999999999,5780.0,121800134300.0,19750230394.08772,거래대금급증,외국인기관동반매도,-130523.0,-207851.0,-154412.0,DART공시동반,3,2026-06-23 [첨부정정]증권신고서(합병) / 2026-06-23 [기재정정]증권신고서(합병) / 2026-06-23 [기재정정]주요사항보고서(회사합병결정),직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
000500,가온전선,2026-06-24,2026_Q2,변동성 장세,down,-6.03318250377074,311500.0,32051761500.0,56863065385.96491,거래대금약함,외국인기관동반매도,-31776.0,-18488.0,53526.0,주변공시부재,0,,선반영,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
006260,LS,2026-06-24,2026_Q2,변동성 장세,down,-2.2130013831258677,353500.0,111342603250.0,104478472732.0351,거래대금평균상회,수급엇갈림,237469.0,-84829.0,-152784.0,DART공시동반,1,2026-06-23 [기재정정]타법인주식및출자증권취득결정(자회사의 주요경영사항)              ,직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
037460,삼지전자,2026-06-24,2026_Q2,변동성 장세,down,-6.477732793522262,34650.0,12928223125.0,16905087568.85965,거래대금약함,외국인기관동반매수,52284.0,26325.0,-75237.0,주변공시부재,0,,선반영,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
090710,휴림로봇,2026-06-24,2026_Q2,변동성 장세,up,0.8139534883720989,8670.0,20652198470.0,106666863435.52632,거래대금약함,수급엇갈림,-386057.0,261291.0,91051.0,주변공시부재,0,,누적배경,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
487580,폴레드,2026-06-24,2026_Q2,변동성 장세,down,-3.698224852071008,3255.0,861507194.0,49072198569.0,거래대금약함,수급엇갈림,46054.0,-33998.0,-8708.0,주변공시부재,0,,선반영,,KeyError('487580'),ok,,False,strategy_condition_not_matched,,,,,,,,,,,
322000,HD현대에너지솔루션,2026-06-24,2026_Q2,변동성 장세,down,-1.9230769230769273,122400.0,19701900350.0,150169440357.89474,거래대금약함,외국인기관동반매수,106898.0,12737.0,-119370.0,주변공시부재,0,,선반영,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
452260,한화갤러리아,2026-06-24,2026_Q2,변동성 장세,down,-1.6241299303944357,2120.0,4213252694.0,25488343998.22807,거래대금약함,수급엇갈림,521426.0,-170272.0,-387961.0,DART공시동반,1,2026-06-24 투자판단관련주요경영사항              ,직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
009830,한화솔루션,2026-06-24,2026_Q2,변동성 장세,down,-1.3215859030836996,33600.0,29815312450.0,136565694611.4035,거래대금약함,수급엇갈림,95390.0,-919728.0,818894.0,DART공시동반,2,2026-06-22 특수관계인에대한담보제공 / 2026-06-22 약관에의한금융거래시계열금융회사의거래상대방의공시,직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
003230,삼양식품,2026-06-24,2026_Q2,변동성 장세,up,4.664179104477606,1122000.0,69040276500.0,76842729728.07018,거래대금약함,외국인기관동반매수,4998.0,23248.0,-26541.0,주변공시부재,0,,직접반응,,,ok,,True,,NEW-20260501-H05,1.0,신규조건 매수 후보,신규 조건 관찰: 다음 거래일 분할 진입 가능성 검토,next_open,20.0,15.02779553059456,0.75,"기존 active에는 없고, 표본은 제한적이지만 여러 종목에서 양의 점수와 높은 적중률이 확인됨",exact,외국인기관동반매수
012200,계양전기,2026-06-24,2026_Q2,변동성 장세,up,29.802699896157847,6250.0,32844886063.0,29216965989.070175,거래대금평균상회,수급엇갈림,-209025.0,12512.0,248251.0,주변공시부재,0,,누적배경,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
038500,삼표시멘트,2026-06-24,2026_Q2,변동성 장세,up,0.6718924972004547,8990.0,7565878720.0,51906643259.29825,거래대금약함,외국인기관동반매수,1030608.0,36576.0,-1048764.0,주변공시부재,0,,누적배경,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
332570,PS일렉트로닉스,2026-06-24,2026_Q2,변동성 장세,up,1.5332197614991383,5960.0,5893398415.0,51078580820.649124,거래대금약함,외국인기관동반매수,907258.0,230.0,-905568.0,DART공시동반,1,2026-06-24 [기재정정]사업보고서 (2025.12),직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
086280,현대글로비스,2026-06-24,2026_Q2,변동성 장세,up,1.177100053504554,189100.0,55002247450.0,86117990978.94737,거래대금약함,수급엇갈림,171200.0,-158751.0,-14554.0,주변공시부재,0,,직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
277810,레인보우로보틱스,2026-06-24,2026_Q2,변동성 장세,up,2.385685884691857,515000.0,53175505500.0,128265866903.50877,거래대금약함,수급엇갈림,3700.0,-26207.0,23818.0,주변공시부재,0,,직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
012860,모베이스전자,2026-06-24,2026_Q2,변동성 장세,up,3.300970873786402,2660.0,1988783582.0,20395803382.122807,거래대금약함,외국인기관동반매수,323199.0,19250.0,-347334.0,주변공시부재,0,,누적배경,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
003280,흥아해운,2026-06-24,2026_Q2,변동성 장세,up,3.90625,1729.0,4248322720.0,117675892843.47368,거래대금약함,외국인기관동반매수,1687848.0,27369.0,-1936303.0,주변공시부재,0,,직접반응,,,ok,,True,,NEW-20260501-H05,1.0,신규조건 매수 후보,신규 조건 관찰: 다음 거래일 분할 진입 가능성 검토,next_open,20.0,15.02779553059456,0.75,"기존 active에는 없고, 표본은 제한적이지만 여러 종목에서 양의 점수와 높은 적중률이 확인됨",exact,외국인기관동반매수
007610,선도전기,2026-06-24,2026_Q2,변동성 장세,down,-2.0330368487928796,3855.0,1790042787.0,30282418162.491226,거래대금약함,수급엇갈림,305012.0,-24.0,-311589.0,주변공시부재,0,,선반영,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
051910,LG화학,2026-06-24,2026_Q2,변동성 장세,up,2.0583190394511064,297500.0,83523346000.0,135326147785.01755,거래대금약함,수급엇갈림,28143.0,-148794.0,119114.0,주변공시부재,0,,직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
032820,우리기술,2026-06-24,2026_Q2,변동성 장세,down,-0.470219435736674,12700.0,37713975775.0,188098431163.85965,거래대금약함,외국인기관동반매수,2150234.0,284893.0,-2438678.0,주변공시부재,0,,선반영,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
016360,삼성증권,2026-06-24,2026_Q2,변동성 장세,down,-0.462962962962965,107500.0,52450619700.0,85236575677.19298,거래대금약함,수급엇갈림,149026.0,-133187.0,-13485.0,DART공시동반,24,2026-06-24 증권발행실적보고서 / 2026-06-24 투자설명서(일괄신고) / 2026-06-24 일괄신고추가서류(파생결합사채-주가연계파생결합사채),직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
001510,SK증권,2026-06-24,2026_Q2,변동성 장세,up,1.183431952662728,2565.0,8313644592.0,75578088221.14035,거래대금약함,외국인기관동반매수,2011290.0,27558.0,-2012254.0,DART공시동반,5,2026-06-19 투자설명서(일괄신고) / 2026-06-19 일괄신고추가서류(파생결합사채-주가연계파생결합사채) / 2026-06-19 투자설명서(일괄신고),직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
203650,드림시큐리티,2026-06-24,2026_Q2,변동성 장세,up,3.2454361054766734,2545.0,14719381979.0,52191455876.14035,거래대금약함,수급엇갈림,-1468182.0,150000.0,1215920.0,DART공시동반,1,2026-06-24 주식등의대량보유상황보고서(일반),직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
006910,보성파워텍,2026-06-24,2026_Q2,변동성 장세,up,0.6915629322268302,7280.0,7709262520.0,62364923111.22807,거래대금약함,외국인기관동반매수,772257.0,2359.0,-779981.0,주변공시부재,0,,누적배경,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
024840,KBI메탈,2026-06-24,2026_Q2,변동성 장세,down,-7.849829351535831,4050.0,11769017132.0,41441416856.70175,거래대금약함,수급엇갈림,234061.0,-27551.0,-210451.0,DART공시동반,1,2026-06-23 불성실공시법인미지정              (지정유예),직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
336260,두산퓨얼셀,2026-06-24,2026_Q2,변동성 장세,down,-2.253032928942811,56400.0,21279579800.0,68863328877.19298,거래대금약함,수급엇갈림,371743.0,-4686.0,-371129.0,주변공시부재,0,,선반영,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
138080,오이솔루션,2026-06-24,2026_Q2,변동성 장세,up,4.4061302681992265,27250.0,5760146600.0,38288880633.77193,거래대금약함,수급엇갈림,347339.0,-121886.0,-218243.0,주변공시부재,0,,누적배경,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
078150,HB테크놀러지,2026-06-24,2026_Q2,변동성 장세,up,1.2448132780082943,2440.0,5281376154.0,26427132095.894737,거래대금약함,수급엇갈림,-1291420.0,1046.0,1289407.0,DART공시동반,1,2026-06-22 임원ㆍ주요주주특정증권등소유상황보고서,직접반응,,,ok,,False,strategy_condition_not_matched,,,,,,,,,,,
