event_id,ticker,name,quarter,date,direction,chg_pct,trade_amount,trade_amount_eok,amount_tag,flow_category,flow_tags,dart_tag,window_category,window_types,leading_signal,followup,has_usable_followup,needs_external_review,external_review_trigger,market_regime,source_file
241520_2021_Q2_2021-04-02_up,241520,DSC인베스트먼트,2021_Q2,2021-04-02,up,19.185059422750417,320660380070.0,3206.6038007,거래대금급증,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승유지,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q2_events.jsonl
241520_2021_Q2_2021-04-20_up,241520,DSC인베스트먼트,2021_Q2,2021-04-20,up,7.704654895666141,179262343660.0,1792.6234366,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,주변공시부재,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승실패,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q2_events.jsonl
241520_2021_Q2_2021-05-25_up,241520,DSC인베스트먼트,2021_Q2,2021-05-25,up,7.104795737122549,107459180900.0,1074.591809,거래대금급증,외국인기관동반매수,외국인기관동반매수|개인매도,주변공시부재,직접반응,직접 반응형|누적 배경형,있음,단기되돌림,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q2_events.jsonl
241520_2021_Q2_2021-05-12_up,241520,DSC인베스트먼트,2021_Q2,2021-05-12,up,6.239737274220025,36910548540.0,369.1054854,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매도,DART공시동반,직접반응,직접 반응형|누적 배경형,있음,상승실패,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q2_events.jsonl
241520_2021_Q2_2021-05-04_up,241520,DSC인베스트먼트,2021_Q2,2021-05-04,up,4.166666666666674,9649089810.0,96.4908981,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,누적배경,누적 배경형,있음,상승지속,True,True,A,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q2_events.jsonl
241520_2021_Q2_2021-05-07_up,241520,DSC인베스트먼트,2021_Q2,2021-05-07,up,3.9279869067103013,6906118410.0,69.0611841,거래대금약함,외국인기관동반매수,외국인기관동반매수|개인매도,주변공시부재,직접반응,직접 반응형|누적 배경형,있음,상승실패,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q2_events.jsonl
241520_2021_Q2_2021-05-13_down,241520,DSC인베스트먼트,2021_Q2,2021-05-13,down,-5.873261205564139,7110840360.0,71.1084036,거래대금약함,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,하락지속,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q2_events.jsonl
241520_2021_Q2_2021-04-15_down,241520,DSC인베스트먼트,2021_Q2,2021-04-15,down,-5.7388809182209455,10936453650.0,109.3645365,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매수,DART공시동반,직접반응,직접 반응형|누적 배경형,있음,하락유지,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q2_events.jsonl
241520_2021_Q2_2021-04-22_down,241520,DSC인베스트먼트,2021_Q2,2021-04-22,down,-4.457652303120351,11057362330.0,110.5736233,거래대금약함,외국인기관동반매도,외국인기관동반매도|개인매수,주변공시부재,직접반응,직접 반응형|선반영형|누적 배경형,있음,하락지속,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q2_events.jsonl
241520_2021_Q2_2021-05-20_down,241520,DSC인베스트먼트,2021_Q2,2021-05-20,down,-3.74149659863946,5319504650.0,53.1950465,거래대금약함,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,하락후반등,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q2_events.jsonl
241520_2021_Q2_2021-04-23_down,241520,DSC인베스트먼트,2021_Q2,2021-04-23,down,-3.5769828926905167,9110378480.0,91.1037848,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매도,주변공시부재,선반영,선반영형|누적 배경형,있음,하락지속,True,True,A,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q2_events.jsonl
241520_2021_Q2_2021-04-13_down,241520,DSC인베스트먼트,2021_Q2,2021-04-13,down,-3.5278154681139706,19687892320.0,196.8789232,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,하락지속,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q2_events.jsonl
241520_2021_Q3_2021-08-20_up,241520,DSC인베스트먼트,2021_Q3,2021-08-20,up,8.9866156787763,117905030920.0,1179.0503092,거래대금급증,수급엇갈림,외국인기관수급엇갈림|개인매도,주변공시부재,직접반응,직접 반응형|누적 배경형,있음,상승실패,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q3_events.jsonl
241520_2021_Q3_2021-08-19_up,241520,DSC인베스트먼트,2021_Q3,2021-08-19,up,6.085192697768771,129380026160.0,1293.8002616,거래대금급증,수급엇갈림,외국인기관수급엇갈림|개인매도,주변공시부재,직접반응,직접 반응형|누적 배경형,있음,상승지속,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q3_events.jsonl
241520_2021_Q3_2021-09-28_up,241520,DSC인베스트먼트,2021_Q3,2021-09-28,up,5.585585585585595,15594869640.0,155.9486964,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,직접반응,직접 반응형|선반영형|누적 배경형,있음,후속거래일부족,False,True,B,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q3_events.jsonl
241520_2021_Q3_2021-09-06_up,241520,DSC인베스트먼트,2021_Q3,2021-09-06,up,2.7422303473491727,3940857130.0,39.4085713,거래대금약함,외국인기관동반매수,외국인기관동반매수|개인매도,주변공시부재,직접반응,직접 반응형|누적 배경형,있음,단기되돌림,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q3_events.jsonl
241520_2021_Q3_2021-07-15_up,241520,DSC인베스트먼트,2021_Q3,2021-07-15,up,2.7027027027026973,2856638300.0,28.566383,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매도,주변공시부재,누적배경,누적 배경형,있음,상승실패,True,True,A,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q3_events.jsonl
241520_2021_Q3_2021-07-23_up,241520,DSC인베스트먼트,2021_Q3,2021-07-23,up,2.4621212121212155,1834078390.0,18.3407839,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,선반영,선반영형|누적 배경형,있음,단기되돌림,True,True,A,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q3_events.jsonl
241520_2021_Q3_2021-08-17_down,241520,DSC인베스트먼트,2021_Q3,2021-08-17,down,-5.769230769230771,1340628220.0,13.4062822,거래대금약함,외국인기관동반매수,외국인기관동반매수|개인매도,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,하락후반등,True,True,B,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q3_events.jsonl
241520_2021_Q3_2021-08-25_down,241520,DSC인베스트먼트,2021_Q3,2021-08-25,down,-4.761904761904767,7426297310.0,74.2629731,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매도,주변공시부재,누적배경,누적 배경형,있음,하락지속,True,True,A,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q3_events.jsonl
241520_2021_Q3_2021-09-23_down,241520,DSC인베스트먼트,2021_Q3,2021-09-23,down,-4.355400696864109,5110412030.0,51.1041203,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,누적배경,누적 배경형,있음,하락후반등,True,True,A,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q3_events.jsonl
241520_2021_Q3_2021-08-27_down,241520,DSC인베스트먼트,2021_Q3,2021-08-27,down,-3.508771929824561,5769508240.0,57.6950824,거래대금약함,외국인기관동반매도,외국인기관동반매도|개인매수,주변공시부재,직접반응,직접 반응형|누적 배경형,있음,하락유지,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q3_events.jsonl
241520_2021_Q3_2021-08-30_down,241520,DSC인베스트먼트,2021_Q3,2021-08-30,down,-3.0909090909090886,5275970660.0,52.7597066,거래대금약함,외국인기관동반매수,외국인기관동반매수|개인매도,주변공시부재,누적배경,누적 배경형,있음,하락후반등,True,True,B,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q3_events.jsonl
241520_2021_Q3_2021-07-09_down,241520,DSC인베스트먼트,2021_Q3,2021-07-09,down,-2.4822695035460973,3066245750.0,30.6624575,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매도,주변공시부재,선반영,선반영형|누적 배경형,있음,단기반등,True,True,A,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q3_events.jsonl
241520_2021_Q4_2021-10-13_up,241520,DSC인베스트먼트,2021_Q4,2021-10-13,up,7.8504672897196315,47185025100.0,471.850251,거래대금급증,수급엇갈림,외국인기관수급엇갈림|개인매도,주변공시부재,직접반응,직접 반응형|누적 배경형,있음,상승지속,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q4_events.jsonl
241520_2021_Q4_2021-11-08_up,241520,DSC인베스트먼트,2021_Q4,2021-11-08,up,5.4195804195804165,3760223070.0,37.6022307,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,단기되돌림,True,True,B,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q4_events.jsonl
241520_2021_Q4_2021-12-21_up,241520,DSC인베스트먼트,2021_Q4,2021-12-21,up,4.844290657439454,10941278180.0,109.4127818,거래대금급증,외국인기관동반매수,외국인기관동반매수|개인매도,주변공시부재,직접반응,직접 반응형|선반영형|누적 배경형,있음,단기되돌림,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q4_events.jsonl
241520_2021_Q4_2021-11-02_up,241520,DSC인베스트먼트,2021_Q4,2021-11-02,up,4.095563139931735,9463081620.0,94.6308162,거래대금급증,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,직접반응,직접 반응형|선반영형|누적 배경형,있음,단기되돌림,True,True,B,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q4_events.jsonl
241520_2021_Q4_2021-11-25_up,241520,DSC인베스트먼트,2021_Q4,2021-11-25,up,2.941176470588225,1593381540.0,15.9338154,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매도,주변공시부재,누적배경,누적 배경형,있음,상승실패,True,True,A,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q4_events.jsonl
241520_2021_Q4_2021-12-14_up,241520,DSC인베스트먼트,2021_Q4,2021-12-14,up,2.811950790861162,13662032380.0,136.6203238,거래대금급증,외국인기관동반매수,외국인기관동반매수|개인매도,DART공시동반,직접반응,직접 반응형|누적 배경형,있음,상승지속,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q4_events.jsonl
241520_2021_Q4_2021-10-01_down,241520,DSC인베스트먼트,2021_Q4,2021-10-01,down,-5.263157894736848,4320528680.0,43.2052868,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,누적배경,누적 배경형,있음,하락유지,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q4_events.jsonl
241520_2021_Q4_2021-10-05_down,241520,DSC인베스트먼트,2021_Q4,2021-10-05,down,-4.444444444444439,2913751370.0,29.1375137,거래대금약함,외국인기관동반매도,외국인기관동반매도|개인매도,주변공시부재,직접반응,직접 반응형|누적 배경형,있음,하락후반등,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q4_events.jsonl
241520_2021_Q4_2021-10-28_down,241520,DSC인베스트먼트,2021_Q4,2021-10-28,down,-4.213938411669371,4679934280.0,46.7993428,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,누적배경,누적 배경형,있음,하락유지,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q4_events.jsonl
241520_2021_Q4_2021-11-04_down,241520,DSC인베스트먼트,2021_Q4,2021-11-04,down,-3.3388981636060078,3379771420.0,33.7977142,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매수,DART공시동반,직접반응,직접 반응형|누적 배경형,있음,단기반등,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q4_events.jsonl
241520_2021_Q4_2021-11-16_down,241520,DSC인베스트먼트,2021_Q4,2021-11-16,down,-3.1986531986532007,4540206480.0,45.4020648,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,하락지속,True,False,,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q4_events.jsonl
241520_2021_Q4_2021-11-22_down,241520,DSC인베스트먼트,2021_Q4,2021-11-22,down,-2.992957746478875,2384838200.0,23.848382,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,선반영,선반영형|누적 배경형,있음,하락유지,True,True,A,유동성/저금리 후반장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2021_Q4_events.jsonl
241520_2022_Q1_2022-01-27_up,241520,DSC인베스트먼트,2022_Q1,2022-01-27,up,4.424778761061954,14914696000.0,149.14696,거래대금급증,외국인기관동반매수,외국인기관동반매수|개인매도,DART공시동반,직접반응,직접 반응형|누적 배경형,있음,상승지속,True,False,,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q1_events.jsonl
241520_2022_Q1_2022-01-17_up,241520,DSC인베스트먼트,2022_Q1,2022-01-17,up,4.222972972972983,4664929100.0,46.649291,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,누적배경,누적 배경형,있음,상승실패,True,True,A,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q1_events.jsonl
241520_2022_Q1_2022-02-16_up,241520,DSC인베스트먼트,2022_Q1,2022-02-16,up,4.020979020979021,1939261220.0,19.3926122,거래대금약함,외국인기관동반매수,외국인기관동반매수|개인매도,주변공시부재,직접반응,직접 반응형|누적 배경형,있음,상승실패,True,False,,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q1_events.jsonl
241520_2022_Q1_2022-01-20_up,241520,DSC인베스트먼트,2022_Q1,2022-01-20,up,3.93162393162394,6035695250.0,60.3569525,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,누적배경,누적 배경형,있음,단기되돌림,True,False,,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q1_events.jsonl
241520_2022_Q1_2022-01-12_up,241520,DSC인베스트먼트,2022_Q1,2022-01-12,up,2.8469750889679624,1861614290.0,18.6161429,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매수,DART공시동반,직접반응,직접 반응형|누적 배경형,있음,상승유지,True,True,B,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q1_events.jsonl
241520_2022_Q1_2022-03-18_up,241520,DSC인베스트먼트,2022_Q1,2022-03-18,up,2.7118644067796627,4386513130.0,43.8651313,거래대금약함,외국인기관동반매수,외국인기관동반매수|개인매도,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승유지,True,False,,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q1_events.jsonl
241520_2022_Q1_2022-03-29_down,241520,DSC인베스트먼트,2022_Q1,2022-03-29,down,-5.528455284552846,20514070310.0,205.1407031,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|누적 배경형,있음,후속거래일부족,False,False,,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q1_events.jsonl
241520_2022_Q1_2022-02-24_down,241520,DSC인베스트먼트,2022_Q1,2022-02-24,down,-4.378283712784592,2145302820.0,21.4530282,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,누적배경,누적 배경형,있음,하락후반등,True,True,A,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q1_events.jsonl
241520_2022_Q1_2022-01-06_down,241520,DSC인베스트먼트,2022_Q1,2022-01-06,down,-3.7156704361874016,4333893040.0,43.3389304,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매수,DART공시동반,직접반응,직접 반응형|누적 배경형,있음,하락유지,True,False,,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q1_events.jsonl
241520_2022_Q1_2022-01-10_down,241520,DSC인베스트먼트,2022_Q1,2022-01-10,down,-3.5234899328859037,2470560130.0,24.7056013,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매수,DART공시동반,직접반응,직접 반응형|누적 배경형,있음,하락후반등,True,False,,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q1_events.jsonl
241520_2022_Q1_2022-02-14_down,241520,DSC인베스트먼트,2022_Q1,2022-02-14,down,-3.482587064676612,4080395290.0,40.8039529,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매도,DART공시동반,직접반응,직접 반응형|누적 배경형,있음,단기반등,True,True,B,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q1_events.jsonl
241520_2022_Q1_2022-01-19_down,241520,DSC인베스트먼트,2022_Q1,2022-01-19,down,-3.4653465346534684,5498943030.0,54.9894303,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,누적배경,누적 배경형,있음,하락지속,True,False,,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q1_events.jsonl
241520_2022_Q2_2022-06-24_up,241520,DSC인베스트먼트,2022_Q2,2022-06-24,up,5.115089514066495,681679300.0,6.816793,거래대금약함,외국인기관동반매수,외국인기관동반매수|개인매도,주변공시부재,직접반응,직접 반응형|누적 배경형,있음,상승지속,True,False,,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q2_events.jsonl
241520_2022_Q2_2022-06-27_up,241520,DSC인베스트먼트,2022_Q2,2022-06-27,up,3.2846715328467058,351751335.0,3.51751335,거래대금약함,외국인기관동반매수,외국인기관동반매수|개인매도,주변공시부재,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승실패,True,False,,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q2_events.jsonl
241520_2022_Q2_2022-05-13_up,241520,DSC인베스트먼트,2022_Q2,2022-05-13,up,1.7708333333333437,954242315.0,9.54242315,거래대금약함,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승유지,True,False,,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q2_events.jsonl
241520_2022_Q2_2022-05-16_up,241520,DSC인베스트먼트,2022_Q2,2022-05-16,up,1.6376663254861867,653977295.0,6.53977295,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승유지,True,False,,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q2_events.jsonl
241520_2022_Q2_2022-05-23_up,241520,DSC인베스트먼트,2022_Q2,2022-05-23,up,1.5197568389057725,665086100.0,6.650861,거래대금약함,외국인기관동반매수,외국인기관동반매수|개인매도,주변공시부재,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승유지,True,False,,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q2_events.jsonl
241520_2022_Q2_2022-05-20_up,241520,DSC인베스트먼트,2022_Q2,2022-05-20,up,1.3347022587268942,405476730.0,4.0547673,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승유지,True,False,,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q2_events.jsonl
241520_2022_Q2_2022-06-23_down,241520,DSC인베스트먼트,2022_Q2,2022-06-23,down,-8.9639115250291,1774316500.0,17.743165,거래대금평균상회,외국인기관동반매수,외국인기관동반매수|개인매도,주변공시부재,선반영,선반영형|누적 배경형,있음,하락후반등,True,True,B,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q2_events.jsonl
241520_2022_Q2_2022-05-12_down,241520,DSC인베스트먼트,2022_Q2,2022-05-12,down,-7.156673114119927,2333672770.0,23.3367277,거래대금평균상회,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,단기반등,True,False,,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q2_events.jsonl
241520_2022_Q2_2022-06-20_down,241520,DSC인베스트먼트,2022_Q2,2022-06-20,down,-5.279831045406547,791646850.0,7.9164685,거래대금약함,외국인기관동반매수,외국인기관동반매수|개인매도,주변공시부재,누적배경,누적 배경형,있음,하락지속,True,True,B,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q2_events.jsonl
241520_2022_Q2_2022-05-10_down,241520,DSC인베스트먼트,2022_Q2,2022-05-10,down,-3.6968576709796697,1354377650.0,13.5437765,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매도,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,하락지속,True,True,B,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q2_events.jsonl
241520_2022_Q2_2022-06-30_down,241520,DSC인베스트먼트,2022_Q2,2022-06-30,down,-3.6427732079906017,400144240.0,4.0014424,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,선반영,선반영형|누적 배경형,있음,후속거래일부족,False,True,A,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q2_events.jsonl
241520_2022_Q2_2022-06-13_down,241520,DSC인베스트먼트,2022_Q2,2022-06-13,down,-3.486055776892427,1121966985.0,11.21966985,거래대금약함,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|누적 배경형,있음,하락지속,True,False,,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q2_events.jsonl
241520_2022_Q3_2022-07-28_up,241520,DSC인베스트먼트,2022_Q3,2022-07-28,up,5.8361391694724984,2670580300.0,26.705803,거래대금급증,수급엇갈림,외국인기관수급엇갈림|개인매도,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,단기되돌림,True,False,,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q3_events.jsonl
241520_2022_Q3_2022-07-14_up,241520,DSC인베스트먼트,2022_Q3,2022-07-14,up,4.4063647490820035,3978563310.0,39.7856331,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,주변공시부재,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승지속,True,True,B,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q3_events.jsonl
241520_2022_Q3_2022-08-16_up,241520,DSC인베스트먼트,2022_Q3,2022-08-16,up,4.338624338624331,1832119035.0,18.32119035,거래대금급증,외국인기관동반매수,외국인기관동반매수|개인매도,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승실패,True,False,,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q3_events.jsonl
241520_2022_Q3_2022-07-08_up,241520,DSC인베스트먼트,2022_Q3,2022-07-08,up,2.9556650246305383,233825095.0,2.33825095,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매도,주변공시부재,선반영,선반영형|누적 배경형,있음,상승유지,True,True,A,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q3_events.jsonl
241520_2022_Q3_2022-07-05_up,241520,DSC인베스트먼트,2022_Q3,2022-07-05,up,2.777777777777768,365532730.0,3.6553273,거래대금약함,외국인기관동반매수,외국인기관동반매수|개인매도,주변공시부재,직접반응,직접 반응형|누적 배경형,있음,단기되돌림,True,False,,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q3_events.jsonl
241520_2022_Q3_2022-07-20_up,241520,DSC인베스트먼트,2022_Q3,2022-07-20,up,2.5730994152046716,3810765985.0,38.10765985,거래대금급증,외국인기관동반매수,외국인기관동반매수|개인매도,주변공시부재,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승유지,True,False,,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q3_events.jsonl
241520_2022_Q3_2022-09-26_down,241520,DSC인베스트먼트,2022_Q3,2022-09-26,down,-6.627218934911239,601053450.0,6.0105345,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매도,주변공시부재,선반영,선반영형|누적 배경형,있음,하락지속,True,True,A,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q3_events.jsonl
241520_2022_Q3_2022-09-28_down,241520,DSC인베스트먼트,2022_Q3,2022-09-28,down,-5.897435897435899,569642955.0,5.69642955,거래대금약함,수급엇갈림,외국인기관수급엇갈림|개인매도,주변공시부재,선반영,선반영형|누적 배경형,있음,후속거래일부족,False,True,A,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q3_events.jsonl
241520_2022_Q3_2022-08-23_down,241520,DSC인베스트먼트,2022_Q3,2022-08-23,down,-4.188481675392675,1015634795.0,10.15634795,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,누적배경,누적 배경형,있음,하락유지,True,False,,금리 인상/긴축장,00_기업별분석\DSC인베스트먼트\DSC인베스트먼트_2022_Q3_events.jsonl
