hypothesis_id,market_regime,direction,dominant_followup,action_hint,total_events,tested_trades,skipped_events,company_count,avg_raw_return_pct,avg_score_return_pct,median_score_return_pct,hit_rate,worst_score_return_pct,best_score_return_pct,external_review_count
H08,변동성 장세,down,하락후반등,반등 관찰 후보,30,12,18,11,34.79202609522427,34.49202609522427,13.750197461563307,0.8333333333333334,-5.6531598513011145,173.88655097613884,12
H02,변동성 장세,down,하락후반등,반등 관찰 후보,16,3,13,2,25.64404380670797,25.34404380670797,20.595522388059695,0.6666666666666666,-3.3874785591766705,58.82408759124088,0
H01,변동성 장세,up,상승지속,진입 후보,10,1,9,1,24.22248803827751,23.92248803827751,23.92248803827751,1.0,23.92248803827751,23.92248803827751,1
H06,변동성 장세,up,상승지속,진입 후보,33,15,18,11,22.15579364956357,21.85579364956357,8.968292682926837,0.8,-15.090286975717438,166.7859538784067,0
H05,변동성 장세,up,상승지속,진입 후보,15,4,11,4,15.327795530594559,15.02779553059456,5.920338051169749,0.75,-3.726791277258567,51.99729729729731,0
H07,AI/전력기기 테마장,down,하락후반등,반등 관찰 후보,21,6,15,5,10.946428264123327,10.646428264123324,16.99916709759367,0.8333333333333334,-13.596903460837884,24.503767660910523,5
H03,유동성/저금리 후반장,up,상승실패,추격매수 회피 후보,15,9,6,8,-10.419981106821535,10.119981106821534,10.861217587373172,0.8888888888888888,-10.49986216402482,29.71321085133184,9
H04,금리 인상/긴축장,up,상승실패,추격매수 회피 후보,31,10,21,7,-0.7971558919913437,0.4971558919913413,10.181963295453539,0.6,-30.640017436791624,21.25172413793104,9
H09,AI/전력기기 테마장,up,상승실패,추격매수 회피 후보,42,16,26,11,1.9199569365159905,-2.21995693651599,2.4245404472338867,0.6875,-135.0985347985348,42.64871794871795,16
