priority,hypothesis_id,use_type,market_regime,direction,amount_tag,flow_category,dart_tag,window_category,action_hint,suggested_response,preferred_entry_mode,preferred_hold_days,tested_trades,avg_score_return_pct,hit_rate,risk_note
1,NEW-20260501-H05,신규조건 매수 후보,변동성 장세,up,거래대금약함,외국인기관동반매수,주변공시부재,직접반응,진입 후보,신규 조건 관찰: 다음 거래일 분할 진입 가능성 검토,next_open,20,4,15.02779553059456,0.75,"기존 active에는 없고, 표본은 제한적이지만 여러 종목에서 양의 점수와 높은 적중률이 확인됨"
2,NEW-20260501-H07,신규조건 반등 감시 후보,AI/전력기기 테마장,down,거래대금약함,외국인기관동반매수,주변공시부재,선반영,반등 관찰 후보,신규 조건 관찰: 하락 이벤트 다음 거래일 반등 확인 후 단기 진입 가능성만 검토,next_open,10,6,10.646428264123324,0.8333333333333334,"기존 active에는 없고, 표본은 제한적이지만 여러 종목에서 양의 점수와 높은 적중률이 확인됨"
