signal_date,ticker,name,condition_id,matched_conditions,foreign_net_buy_streak,foreign_qty,foreign_net_buy_2d_qty,foreign_net_buy_3d_qty,foreign_volume_ratio_pct,event_close,next_trading_day,next_open,next_open_return_pct,next_close,next_close_return_pct,d_plus_5_close,d_plus_5_return_pct,d_plus_10_close,d_plus_10_return_pct,d_plus_20_close,d_plus_20_return_pct,result_label,review_note
2026-07-29,009150,삼성전기,foreign_buy_streak_2,"foreign_buy_streak_2,foreign_buy_2d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",2,29380,36510,-62244,2.05,1029000,2026-07-30,1005000,-2.33,879000,-14.58,1356000,31.78,,,,,상승 지속,"D+1(2026-07-30) 시가 -2.33%, 종가 -14.58%; D+5 +31.78%"
2026-07-29,005935,삼성전자우,foreign_buy_streak_2,"foreign_buy_streak_2,foreign_buy_2d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",2,1020966,1108887,964592,12.37,153400,2026-07-30,153900,0.33,151000,-1.56,183900,19.88,,,,,상승 지속,"D+1(2026-07-30) 시가 +0.33%, 종가 -1.56%; D+5 +19.88%"
2026-07-29,402340,SK스퀘어,foreign_buy_streak_2,"foreign_buy_streak_2,foreign_buy_2d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",2,209522,279093,266752,16.20,850000,2026-07-30,826000,-2.82,799000,-6.00,1119000,31.65,,,,,상승 지속,"D+1(2026-07-30) 시가 -2.82%, 종가 -6.00%; D+5 +31.65%"
2026-07-29,475150,SK이터닉스,foreign_buy_streak_3,"foreign_buy_streak_2,foreign_buy_streak_3,foreign_buy_2d_all,foreign_buy_3d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",3,395962,1039112,1200258,6.64,43450,2026-07-30,43350,-0.23,41800,-3.80,57700,32.80,,,,,상승 지속,"D+1(2026-07-30) 시가 -0.23%, 종가 -3.80%; D+5 +32.80%"
2026-07-29,036930,주성엔지니어링,foreign_buy_streak_4,"foreign_buy_streak_2,foreign_buy_streak_3,foreign_buy_2d_all,foreign_buy_3d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",4,461170,582796,613758,20.83,116100,2026-07-30,104500,-9.99,98300,-15.33,142900,23.08,,,,,상승 지속,"D+1(2026-07-30) 시가 -9.99%, 종가 -15.33%; D+5 +23.08%"
2026-07-29,066570,LG전자,foreign_buy_streak_2,"foreign_buy_streak_2,foreign_buy_2d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",2,209682,223458,179186,12.69,150500,2026-07-30,144200,-4.19,148000,-1.66,179500,19.27,,,,,상승 지속,"D+1(2026-07-30) 시가 -4.19%, 종가 -1.66%; D+5 +19.27%"
2026-07-29,012330,현대모비스,foreign_buy_streak_2,"foreign_buy_streak_2,foreign_buy_2d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",2,32779,119504,75580,6.23,445000,2026-07-30,445000,0.00,445000,0.00,503000,13.03,,,,,상승 지속,"D+1(2026-07-30) 시가 +0.00%, 종가 +0.00%; D+5 +13.03%"
2026-07-29,042700,한미반도체,foreign_buy_streak_2,"foreign_buy_streak_2,foreign_buy_2d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",2,254154,254255,177849,18.44,167600,2026-07-30,160200,-4.42,167600,0.00,209000,24.70,,,,,상승 지속,"D+1(2026-07-30) 시가 -4.42%, 종가 +0.00%; D+5 +24.70%"
2026-07-29,329180,HD현대중공업,foreign_buy_streak_2,"foreign_buy_streak_2,foreign_buy_2d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",2,32256,85967,67642,6.75,434000,2026-07-30,425500,-1.96,448000,3.23,509000,17.28,,,,,상승 지속,"D+1(2026-07-30) 시가 -1.96%, 종가 +3.23%; D+5 +17.28%"
2026-07-29,034730,SK,foreign_buy_streak_2,"foreign_buy_streak_2,foreign_buy_2d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",2,33648,102970,81510,8.20,489000,2026-07-30,482500,-1.33,468500,-4.19,562000,14.93,,,,,상승 지속,"D+1(2026-07-30) 시가 -1.33%, 종가 -4.19%; D+5 +14.93%"
2026-07-29,011070,LG이노텍,foreign_buy_streak_2,"foreign_buy_streak_2,foreign_buy_2d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",2,13077,31827,6919,3.28,458000,2026-07-30,437000,-4.59,424000,-7.42,601000,31.22,,,,,상승 지속,"D+1(2026-07-30) 시가 -4.59%, 종가 -7.42%; D+5 +31.22%"
2026-07-29,035720,카카오,foreign_buy_streak_3,"foreign_buy_streak_2,foreign_buy_streak_3,foreign_buy_2d_all,foreign_buy_3d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",3,534702,536748,557848,10.88,35300,2026-07-30,35000,-0.85,36150,2.41,38150,8.07,,,,,상승 지속,"D+1(2026-07-30) 시가 -0.85%, 종가 +2.41%; D+5 +8.07%"
2026-07-29,080220,제주반도체,foreign_buy_streak_3,"foreign_buy_streak_2,foreign_buy_streak_3,foreign_buy_2d_all,foreign_buy_3d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",3,587408,897088,956284,20.12,55100,2026-07-30,52700,-4.36,50100,-9.07,75500,37.02,,,,,상승 지속,"D+1(2026-07-30) 시가 -4.36%, 종가 -9.07%; D+5 +37.02%"
2026-07-29,240810,원익IPS,foreign_buy_streak_5,"foreign_buy_streak_2,foreign_buy_streak_3,foreign_buy_2d_all,foreign_buy_3d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",5,402892,638808,647586,21.64,83200,2026-07-30,79600,-4.33,76300,-8.29,97700,17.43,,,,,상승 지속,"D+1(2026-07-30) 시가 -4.33%, 종가 -8.29%; D+5 +17.43%"
2026-07-29,413630,씨피시스템,foreign_buy_streak_2,"foreign_buy_streak_2,foreign_buy_2d_all",2,95349,507642,359428,0.31,3950,2026-07-30,3880,-1.77,3550,-10.13,4335,9.75,,,,,상승 지속,"D+1(2026-07-30) 시가 -1.77%, 종가 -10.13%; D+5 +9.75%"
2026-07-29,403870,HPSP,foreign_buy_streak_3,"foreign_buy_streak_2,foreign_buy_streak_3,foreign_buy_2d_all,foreign_buy_3d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",3,268476,272820,490687,8.13,29650,2026-07-30,28050,-5.40,28550,-3.71,36600,23.44,,,,,상승 지속,"D+1(2026-07-30) 시가 -5.40%, 종가 -3.71%; D+5 +23.44%"
2026-07-29,319660,피에스케이,foreign_buy_streak_5,"foreign_buy_streak_2,foreign_buy_streak_3,foreign_buy_2d_all,foreign_buy_3d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",5,267196,497163,500642,31.20,114900,2026-07-30,109400,-4.79,101400,-11.75,127700,11.14,,,,,상승 지속,"D+1(2026-07-30) 시가 -4.79%, 종가 -11.75%; D+5 +11.14%"
2026-07-29,095610,테스,foreign_buy_streak_5,"foreign_buy_streak_2,foreign_buy_streak_3,foreign_buy_2d_all,foreign_buy_3d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",5,96509,240960,281431,12.42,114300,2026-07-30,110900,-2.97,100000,-12.51,136000,18.99,,,,,상승 지속,"D+1(2026-07-30) 시가 -2.97%, 종가 -12.51%; D+5 +18.99%"
2026-07-29,347850,디앤디파마텍,foreign_buy_streak_2,"foreign_buy_streak_2,foreign_buy_2d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",2,373288,485091,349876,22.78,48650,2026-07-30,48100,-1.13,45700,-6.06,53100,9.15,,,,,상승 지속,"D+1(2026-07-30) 시가 -1.13%, 종가 -6.06%; D+5 +9.15%"
2026-07-29,222800,심텍,foreign_buy_streak_5,"foreign_buy_streak_2,foreign_buy_streak_3,foreign_buy_2d_all,foreign_buy_3d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",5,40221,425789,461993,4.30,68600,2026-07-30,67000,-2.33,63800,-7.00,103000,50.15,,,,,상승 지속,"D+1(2026-07-30) 시가 -2.33%, 종가 -7.00%; D+5 +50.15%"
2026-07-29,067310,하나마이크론,foreign_buy_streak_5,"foreign_buy_streak_2,foreign_buy_streak_3,foreign_buy_2d_all,foreign_buy_3d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",5,226551,777350,933962,10.09,26650,2026-07-30,25500,-4.32,24750,-7.13,31900,19.70,,,,,상승 지속,"D+1(2026-07-30) 시가 -4.32%, 종가 -7.13%; D+5 +19.70%"
2026-07-29,089970,브이엠,foreign_buy_streak_2,"foreign_buy_streak_2,foreign_buy_2d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",2,193910,446031,414659,18.48,57100,2026-07-30,54700,-4.20,50600,-11.38,68200,19.44,,,,,상승 지속,"D+1(2026-07-30) 시가 -4.20%, 종가 -11.38%; D+5 +19.44%"
2026-07-29,058470,리노공업,foreign_buy_streak_2,"foreign_buy_streak_2,foreign_buy_2d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",2,255625,369799,319354,25.52,58200,2026-07-30,54700,-6.01,55200,-5.15,66900,14.95,,,,,상승 지속,"D+1(2026-07-30) 시가 -6.01%, 종가 -5.15%; D+5 +14.95%"
2026-07-29,141080,리가켐바이오,foreign_buy_streak_2,"foreign_buy_streak_2,foreign_buy_2d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",2,276815,333594,299220,40.58,82900,2026-07-30,79300,-4.34,77900,-6.03,109500,32.09,,,,,상승 지속,"D+1(2026-07-30) 시가 -4.34%, 종가 -6.03%; D+5 +32.09%"
2026-07-29,039030,이오테크닉스,foreign_buy_streak_4,"foreign_buy_streak_2,foreign_buy_streak_3,foreign_buy_2d_all,foreign_buy_3d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",4,13489,61003,63155,6.31,249000,2026-07-30,237500,-4.62,240000,-3.61,327000,31.33,,,,,상승 지속,"D+1(2026-07-30) 시가 -4.62%, 종가 -3.61%; D+5 +31.33%"
2026-07-29,440110,파두,foreign_buy_streak_4,"foreign_buy_streak_2,foreign_buy_streak_3,foreign_buy_2d_all,foreign_buy_3d_all,foreign_buy_vol_0_5pct,foreign_buy_vol_1pct,foreign_buy_vol_2pct",4,334326,785551,832964,37.41,50300,2026-07-30,49000,-2.58,48800,-2.98,66500,32.21,,,,,상승 지속,"D+1(2026-07-30) 시가 -2.58%, 종가 -2.98%; D+5 +32.21%"
