signal_date,ticker,name,hypothesis_id,use_type,decision_status,decision_note,event_direction,event_chg_pct,event_close,amount_tag,dart_tag,window_category,flow_category_confirmed,foreign_5d,institution_5d,individual_5d,planned_entry_rule,planned_hold_days,backtest_avg_score_pct,backtest_hit_rate,valuation_class,valuation_profit_trend,valuation_trap_check,valuation_memo,next_trading_day,next_open,next_close,d_plus_5_close,d_plus_10_close,d_plus_20_close,next_open_return_pct,next_close_return_pct,d_plus_5_return_pct,d_plus_10_return_pct,d_plus_20_return_pct,result_label,review_note
2026-06-10,064350,현대로템,NEW-20260501-H05,신규조건 매수 후보,관찰대상,신규 조건 관찰: 다음 거래일 분할 진입 가능성 검토,up,4.70,189400,거래대금약함,주변공시부재,직접반응,외국인기관동반매수,72601,2198,-85739,신규 조건 관찰: 다음 거래일 분할 진입 가능성 검토,20,15.03,75.00,성장기대반영,순이익증가,부채비율 부담,"EPS보통, 고PER, 초고PBR, EV/EBITDA결측. 최근 순이익 방향은 순이익증가이며 분류는 성장기대반영.",2026-06-11,187700,188400,219000,,,-0.90,-0.53,15.63,,,상승 지속,"D+1(2026-06-11) 시가 -0.90%, 종가 -0.53%; D+5 +15.63%"
