hypothesis_id,event_id,ticker,name,quarter,date,direction,chg_pct,trade_amount,trade_amount_eok,amount_tag,flow_category,flow_tags,dart_tag,window_category,window_types,leading_signal,followup,has_usable_followup,needs_external_review,external_review_trigger,market_regime,source_file,dominant_followup,dominant_rate,usable_event_count,company_count,d1_return,d3_return,d5_return,d10_return
H03,010170_2025_Q2_2025-06-23_down,010170,대한광통신,2025_Q2,2025-06-23,down,-3.286978508217442,713302338.0,7.13302338,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,누적배경,누적 배경형,있음,하락후반등,True,False,,AI/전력기기 테마장,대한광통신\대한광통신_2025_Q2_events.jsonl,하락후반등,0.75,12,10,8.37,15.03,20.26,
H03,009150_2024_Q4_2024-12-09_down,009150,삼성전기,2024_Q4,2024-12-09,down,-4.347826086956519,43611122600.0,436.111226,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매도,주변공시부재,누적배경,누적 배경형,있음,하락후반등,True,True,B,AI/전력기기 테마장,삼성전기\삼성전기_2024_Q4_events.jsonl,하락후반등,0.75,12,10,10.13,14.3,20.74,21.4
H03,009150_2025_Q1_2025-01-15_down,009150,삼성전기,2025_Q1,2025-01-15,down,-2.3790642347343405,49580105500.0,495.801055,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,누적배경,누적 배경형,있음,하락후반등,True,False,,AI/전력기기 테마장,삼성전기\삼성전기_2025_Q1_events.jsonl,하락후반등,0.75,12,10,0.41,2.84,6.01,7.07
H03,009150_2025_Q2_2025-06-13_down,009150,삼성전기,2025_Q2,2025-06-13,down,-3.0441400304414,48919694250.0,489.1969425,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,누적배경,누적 배경형,있음,하락후반등,True,False,,AI/전력기기 테마장,삼성전기\삼성전기_2025_Q2_events.jsonl,하락후반등,0.75,12,10,-0.39,4.4,4.63,6.36
H03,222080_2025_Q1_2025-03-06_down,222080,씨아이에스,2025_Q1,2025-03-06,down,-4.2446941323345815,6599849640.0,65.9984964,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,누적배경,누적 배경형,있음,하락지속,True,False,,AI/전력기기 테마장,씨아이에스\씨아이에스_2025_Q1_events.jsonl,하락후반등,0.75,12,10,-1.04,-4.17,-5.08,6.13
H03,298380_2025_Q1_2025-02-13_down,298380,에이비엘바이오,2025_Q1,2025-02-13,down,-4.90196078431373,50633931650.0,506.3393165,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매도,주변공시부재,누적배경,누적 배경형,있음,단기반등,True,False,,AI/전력기기 테마장,에이비엘바이오\에이비엘바이오_2025_Q1_events.jsonl,하락후반등,0.75,12,10,1.8,20.88,1.55,6.19
H04,066570_2021_Q3_2021-09-03_up,066570,LG전자,2021_Q3,2021-09-03,up,10.035842293906816,601973982000.0,6019.73982,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|누적 배경형,있음,상승실패,True,True,B,유동성/저금리 후반장,LG전자\LG전자_2021_Q3_events.jsonl,상승실패,0.75,12,8,-3.58,-6.19,-4.56,-9.12
H04,402340_2021_Q4_2021-12-02_up,402340,SK스퀘어,2021_Q4,2021-12-02,up,9.569377990430628,495532935300.0,4955.329353,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|누적 배경형,있음,상승실패,True,True,B,유동성/저금리 후반장,SK스퀘어\SK스퀘어_2021_Q4_events.jsonl,상승실패,0.75,12,8,-3.93,-4.51,-5.24,-17.9
H04,001510_2021_Q2_2021-04-07_up,001510,SK증권,2021_Q2,2021-04-07,up,21.253985122210416,532575644102.0,5325.75644102,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승실패,True,True,B,유동성/저금리 후반장,SK증권\SK증권_2021_Q2_events.jsonl,상승실패,0.75,12,8,-2.19,-7.45,-7.89,-8.33
H04,047040_2021_Q2_2021-06-22_up,047040,대우건설,2021_Q2,2021-06-22,up,9.013398294762489,199890477100.0,1998.904771,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승실패,True,True,B,유동성/저금리 후반장,대우건설\대우건설_2021_Q2_events.jsonl,상승실패,0.75,12,8,-5.03,-3.24,-8.38,
H04,047040_2021_Q2_2021-06-02_up,047040,대우건설,2021_Q2,2021-06-02,up,6.22754491017965,249827256290.0,2498.2725629,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승유지,True,True,B,유동성/저금리 후반장,대우건설\대우건설_2021_Q2_events.jsonl,상승실패,0.75,12,8,0.56,1.35,0.79,-1.69
H04,001440_2021_Q2_2021-06-22_up,001440,대한전선,2021_Q2,2021-06-22,up,15.765008760324672,1031539348720.0,10315.3934872,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승실패,True,True,B,유동성/저금리 후반장,대한전선\대한전선_2021_Q2_events.jsonl,상승실패,0.75,12,8,-14.42,-16.29,-18.29,
H04,001440_2021_Q3_2021-08-05_up,001440,대한전선,2021_Q3,2021-08-05,up,9.441027012570212,444847993690.0,4448.4799369,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|누적 배경형,있음,상승실패,True,True,B,유동성/저금리 후반장,대한전선\대한전선_2021_Q3_events.jsonl,상승실패,0.75,12,8,-3.52,-8.1,-5.81,-17.78
H04,034020_2021_Q2_2021-06-07_up,034020,두산에너빌리티,2021_Q2,2021-06-07,up,27.491125237348317,2317903641100.0,23179.036411,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승실패,True,True,B,유동성/저금리 후반장,두산에너빌리티\두산에너빌리티_2021_Q2_events.jsonl,상승실패,0.75,12,8,-20.78,-26.88,-26.41,-19.37
H04,034020_2021_Q2_2021-06-02_up,034020,두산에너빌리티,2021_Q2,2021-06-02,up,11.646207113629202,1444204713350.0,14442.0471335,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승지속,True,True,B,유동성/저금리 후반장,두산에너빌리티\두산에너빌리티_2021_Q2_events.jsonl,상승실패,0.75,12,8,3.18,45.13,18.37,10.89
H04,034020_2021_Q2_2021-06-04_up,034020,두산에너빌리티,2021_Q2,2021-06-04,up,10.328809545495954,1184193888300.0,11841.938883,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승실패,True,True,B,유동성/저금리 후반장,두산에너빌리티\두산에너빌리티_2021_Q2_events.jsonl,상승실패,0.75,12,8,27.49,3.98,-5.38,0.6
H04,298380_2021_Q3_2021-09-02_up,298380,에이비엘바이오,2021_Q3,2021-09-02,up,9.178743961352652,52532472400.0,525.324724,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|누적 배경형,있음,상승실패,True,True,B,유동성/저금리 후반장,에이비엘바이오\에이비엘바이오_2021_Q3_events.jsonl,상승실패,0.75,12,8,-4.42,-3.32,-8.63,-14.16
H04,086520_2021_Q3_2021-08-09_up,086520,에코프로,2021_Q3,2021-08-09,up,29.944873208379263,383626410400.0,3836.264104,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,단기되돌림,True,True,B,유동성/저금리 후반장,에코프로\에코프로_2021_Q3_events.jsonl,상승실패,0.75,12,8,3.07,14.06,-0.63,0.63
H05,006360_2022_Q3_2022-09-14_down,006360,GS건설,2022_Q3,2022-09-14,down,-4.982817869415812,28720028350.0,287.2002835,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,선반영,선반영형|누적 배경형,있음,하락유지,True,False,,금리 인상/긴축장,GS건설\GS건설_2022_Q3_events.jsonl,하락후반등,0.6923076923076923,13,9,1.63,-1.27,-1.45,-13.2
H05,006360_2022_Q4_2022-10-13_down,006360,GS건설,2022_Q4,2022-10-13,down,-5.664488017429193,30538501650.0,305.3850165,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매도,주변공시부재,선반영,선반영형|누적 배경형,있음,하락후반등,True,True,B,금리 인상/긴축장,GS건설\GS건설_2022_Q4_events.jsonl,하락후반등,0.6923076923076923,13,9,6.24,9.93,6.0,4.62
H05,010170_2022_Q2_2022-06-13_down,010170,대한광통신,2022_Q2,2022-06-13,down,-7.238605898123329,1783731600.0,17.837316,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,선반영,선반영형|누적 배경형,있음,하락지속,True,False,,금리 인상/긴축장,대한광통신\대한광통신_2022_Q2_events.jsonl,하락후반등,0.6923076923076923,13,9,-2.65,-5.92,-3.47,-10.89
H05,010170_2023_Q1_2023-01-10_down,010170,대한광통신,2023_Q1,2023-01-10,down,-4.441776710684275,3259321180.0,32.5932118,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,선반영,선반영형|누적 배경형,있음,하락후반등,True,False,,금리 인상/긴축장,대한광통신\대한광통신_2023_Q1_events.jsonl,하락후반등,0.6923076923076923,13,9,-3.6,-5.19,3.39,4.27
H05,034020_2022_Q2_2022-06-20_down,034020,두산에너빌리티,2022_Q2,2022-06-20,down,-3.812316715542519,99637233650.0,996.3723365,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,선반영,선반영형|누적 배경형,있음,하락후반등,True,False,,금리 인상/긴축장,두산에너빌리티\두산에너빌리티_2022_Q2_events.jsonl,하락후반등,0.6923076923076923,13,9,1.52,3.05,10.98,
H05,034020_2022_Q4_2022-10-13_down,034020,두산에너빌리티,2022_Q4,2022-10-13,down,-7.352941176470584,108181705350.0,1081.8170535,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매도,주변공시부재,선반영,선반영형|누적 배경형,있음,하락후반등,True,True,B,금리 인상/긴축장,두산에너빌리티\두산에너빌리티_2022_Q4_events.jsonl,하락후반등,0.6923076923076923,13,9,3.97,7.14,11.51,6.35
H05,006400_2022_Q2_2022-06-22_down,006400,삼성SDI,2022_Q2,2022-06-22,down,-6.118863012182008,177124314000.0,1771.24314,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매도,주변공시부재,선반영,선반영형|누적 배경형,있음,하락후반등,True,True,B,금리 인상/긴축장,삼성SDI\삼성SDI_2022_Q2_events.jsonl,하락후반등,0.6923076923076923,13,9,-0.74,5.96,6.15,
H05,005930_2022_Q4_2022-12-28_down,005930,삼성전자,2022_Q4,2022-12-28,down,-2.581755593803792,832919426100.0,8329.194261,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,선반영,선반영형|누적 배경형,있음,후속거래일부족,False,False,,금리 인상/긴축장,삼성전자\삼성전자_2022_Q4_events.jsonl,하락후반등,0.6923076923076923,13,9,-2.3,,,
H05,222080_2022_Q2_2022-06-20_down,222080,씨아이에스,2022_Q2,2022-06-20,down,-5.000000000000004,58047856700.0,580.478567,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매도,주변공시부재,선반영,선반영형|누적 배경형,있음,하락후반등,True,True,B,금리 인상/긴축장,씨아이에스\씨아이에스_2022_Q2_events.jsonl,하락후반등,0.6923076923076923,13,9,13.82,2.96,11.18,
H05,222080_2022_Q3_2022-07-06_down,222080,씨아이에스,2022_Q3,2022-07-06,down,-5.147058823529416,22331300750.0,223.3130075,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,선반영,선반영형|누적 배경형,있음,하락후반등,True,False,,금리 인상/긴축장,씨아이에스\씨아이에스_2022_Q3_events.jsonl,하락후반등,0.6923076923076923,13,9,4.65,5.81,3.88,7.36
H05,298380_2022_Q2_2022-04-21_down,298380,에이비엘바이오,2022_Q2,2022-04-21,down,-3.937007874015752,13413770900.0,134.137709,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매수,주변공시부재,선반영,선반영형|누적 배경형,있음,하락유지,True,False,,금리 인상/긴축장,에이비엘바이오\에이비엘바이오_2022_Q2_events.jsonl,하락후반등,0.6923076923076923,13,9,-1.02,1.02,-1.23,-3.69
H05,042700_2022_Q2_2022-06-22_down,042700,한미반도체,2022_Q2,2022-06-22,down,-8.267716535433067,9566348900.0,95.663489,거래대금평균상회,수급엇갈림,외국인기관수급엇갈림|개인매도,주변공시부재,선반영,선반영형|누적 배경형,있음,하락후반등,True,True,B,금리 인상/긴축장,한미반도체\한미반도체_2022_Q2_events.jsonl,하락후반등,0.6923076923076923,13,9,0.0,11.16,12.45,
