signal_date,ticker,name,hypothesis_id,use_type,decision_status,decision_note,event_direction,event_chg_pct,event_close,amount_tag,dart_tag,window_category,flow_category_confirmed,foreign_5d,institution_5d,individual_5d,planned_entry_rule,planned_hold_days,backtest_avg_score_pct,backtest_hit_rate,next_trading_day,next_open,next_close,d_plus_5_close,d_plus_10_close,d_plus_20_close,next_open_return_pct,next_close_return_pct,d_plus_5_return_pct,d_plus_10_return_pct,d_plus_20_return_pct,result_label,review_note,valuation_class,valuation_profit_trend,valuation_trap_check,valuation_memo
2026-05-18,079550,LIG디펜스앤에어로스페이스,H01,매수 후보,관찰대상,다음 거래일 분할 진입 검토,up,0.6,839000,거래대금약함,DART공시동반,직접반응,외국인기관동반매수,1564,42217,-39190,다음 거래일 과도한 갭 상승이 없고 장초반 급락이 아니면 분할 진입 검토. 갭 급등 시 추격 금지,20,25.39,84.62,2026-05-19,841000.0,862000.0,,,,0.24,2.74,,,,상승 유지,"D+1(2026-05-19) 시가 +0.24%, 종가 +2.74%",성장기대반영,순이익증가,부채비율 부담,"EPS높음, 초고PER, 초고PBR, EV/EBITDA결측. 최근 순이익 방향은 순이익증가이며 분류는 성장기대반영."
2026-05-18,322000,HD현대에너지솔루션,H01,매수 후보,관찰대상,다음 거래일 분할 진입 검토,up,7.72,212000,거래대금약함,DART공시동반,직접반응,외국인기관동반매수,12477,106787,-115830,다음 거래일 과도한 갭 상승이 없고 장초반 급락이 아니면 분할 진입 검토. 갭 급등 시 추격 금지,20,25.39,84.62,2026-05-19,203000.0,192500.0,,,,-4.25,-9.2,,,,상승 실패,"D+1(2026-05-19) 시가 -4.25%, 종가 -9.20%",성장기대반영,순이익증가,특이 리스크 제한적,"EPS보통, 초고PER, 초고PBR, EV/EBITDA결측. 최근 순이익 방향은 순이익증가이며 분류는 성장기대반영."
2026-05-19,000720,현대건설,H02,반등 감시 후보,관찰대상,하락 이벤트 다음 거래일 반등 확인 후 단기 진입 검토,down,-3.86,139300,거래대금약함,DART공시동반,직접반응,외국인기관동반매수,201944,207615,-415006,다음 거래일 장초반 반등 확인 전에는 진입 보류. 전일 종가 회복 또는 장중 VWAP/시가 회복 확인 시 단기 진입 검토,20,34.49,83.33,,,,,,,,,,,,,,기대과열가능,순이익불안정,이익 변동성,"EPS보통, 초고PER, 고PBR, EV/EBITDA결측. 최근 순이익 방향은 순이익불안정이며 분류는 기대과열가능."
2026-05-19,001440,대한전선,H02,반등 감시 후보,관찰대상,하락 이벤트 다음 거래일 반등 확인 후 단기 진입 검토,down,-8.43,53200,거래대금약함,DART공시동반,직접반응,외국인기관동반매수,41231,252751,-281417,다음 거래일 장초반 반등 확인 전에는 진입 보류. 전일 종가 회복 또는 장중 VWAP/시가 회복 확인 시 단기 진입 검토,20,34.49,83.33,,,,,,,,,,,,,,성장기대반영,순이익증가,특이 리스크 제한적,"EPS낮음, 초고PER, 초고PBR, EV/EBITDA결측. 최근 순이익 방향은 순이익증가이며 분류는 성장기대반영."
2026-05-19,001510,SK증권,H02,반등 감시 후보,관찰대상,하락 이벤트 다음 거래일 반등 확인 후 단기 진입 검토,down,-4.74,3820,거래대금약함,DART공시동반,직접반응,외국인기관동반매수,1340648,436888,-1662850,다음 거래일 장초반 반등 확인 전에는 진입 보류. 전일 종가 회복 또는 장중 VWAP/시가 회복 확인 시 단기 진입 검토,20,34.49,83.33,,,,,,,,,,,,,,기대과열가능,순이익불안정,"부채비율 부담, 이익 변동성","EPS낮음, 고PER, 고PBR, EV/EBITDA결측. 최근 순이익 방향은 순이익불안정이며 분류는 기대과열가능."
2026-05-19,012200,계양전기,H02,반등 감시 후보,관찰대상,하락 이벤트 다음 거래일 반등 확인 후 단기 진입 검토,down,-5.13,8320,거래대금약함,DART공시동반,직접반응,외국인기관동반매수,1046286,49327,-1043033,다음 거래일 장초반 반등 확인 전에는 진입 보류. 전일 종가 회복 또는 장중 VWAP/시가 회복 확인 시 단기 진입 검토,20,34.49,83.33,,,,,,,,,,,,,오전 DART 공시: 20260519 타인에대한채무보증결정 [미분류/확인필요; 공시 해석: 제목만으로 판단 불가],PER비교부적합,순이익불안정,"부채비율 부담, 이익 변동성","EPS적자, PER무효, 초고PBR, EV/EBITDA결측. 최근 순이익 방향은 순이익불안정이며 분류는 PER비교부적합."
2026-05-19,012860,모베이스전자,H02,반등 감시 후보,관찰대상,하락 이벤트 다음 거래일 반등 확인 후 단기 진입 검토,down,-4.74,4320,거래대금약함,DART공시동반,직접반응,외국인기관동반매수,937720,22990,-936356,다음 거래일 장초반 반등 확인 전에는 진입 보류. 전일 종가 회복 또는 장중 VWAP/시가 회복 확인 시 단기 진입 검토,20,34.49,83.33,,,,,,,,,,,,,,중립,순이익증가,부채비율 부담,"EPS낮음, 보통PER, 고PBR, EV/EBITDA결측. 최근 순이익 방향은 순이익증가이며 분류는 중립."
2026-05-19,018880,한온시스템,H02,반등 감시 후보,관찰대상,하락 이벤트 다음 거래일 반등 확인 후 단기 진입 검토,down,-7.33,4550,거래대금약함,DART공시동반,직접반응,외국인기관동반매수,4215484,629582,-4668064,다음 거래일 장초반 반등 확인 전에는 진입 보류. 전일 종가 회복 또는 장중 VWAP/시가 회복 확인 시 단기 진입 검토,20,34.49,83.33,,,,,,,,,,,,,,PER비교부적합,순이익감소,순손실,"EPS적자, PER무효, 보통PBR, EV/EBITDA결측. 최근 순이익 방향은 순이익감소이며 분류는 PER비교부적합."
2026-05-19,090710,휴림로봇,H02,반등 감시 후보,관찰대상,하락 이벤트 다음 거래일 반등 확인 후 단기 진입 검토,down,-8.15,11500,거래대금약함,DART공시동반,직접반응,외국인기관동반매수,199398,119902,-304275,다음 거래일 장초반 반등 확인 전에는 진입 보류. 전일 종가 회복 또는 장중 VWAP/시가 회복 확인 시 단기 진입 검토,20,34.49,83.33,,,,,,,,,,,,,,PER비교부적합,순이익감소,순손실,"EPS적자, PER무효, 초고PBR, EV/EBITDA결측. 최근 순이익 방향은 순이익감소이며 분류는 PER비교부적합."
2026-05-19,452260,한화갤러리아,H02,반등 감시 후보,관찰대상,하락 이벤트 다음 거래일 반등 확인 후 단기 진입 검토,down,-2.27,3020,거래대금약함,DART공시동반,직접반응,외국인기관동반매수,2388544,113768,1145270,다음 거래일 장초반 반등 확인 전에는 진입 보류. 전일 종가 회복 또는 장중 VWAP/시가 회복 확인 시 단기 진입 검토,20,34.49,83.33,,,,,,,,,,,,,,기대과열가능,순이익불안정,"순손실, 이익 변동성","EPS낮음, 초고PER, 보통PBR, EV/EBITDA결측. 최근 순이익 방향은 순이익불안정이며 분류는 기대과열가능."
2026-05-19,078150,HB테크놀러지,H01,매수 후보,관찰대상,다음 거래일 분할 진입 검토,up,0.68,3700,거래대금약함,DART공시동반,직접반응,외국인기관동반매수,759369,1702,-923734,다음 거래일 과도한 갭 상승이 없고 장초반 급락이 아니면 분할 진입 검토. 갭 급등 시 추격 금지,20,25.39,84.62,,,,,,,,,,,,,,중립,순이익감소,특이 리스크 제한적,"EPS낮음, 보통PER, 보통PBR, EV/EBITDA결측. 최근 순이익 방향은 순이익감소이며 분류는 중립."
2026-05-19,079550,LIG디펜스앤에어로스페이스,H01,매수 후보,관찰대상,다음 거래일 분할 진입 검토,up,2.74,862000,거래대금약함,DART공시동반,직접반응,외국인기관동반매수,36717,72966,-103908,다음 거래일 과도한 갭 상승이 없고 장초반 급락이 아니면 분할 진입 검토. 갭 급등 시 추격 금지,20,25.39,84.62,,,,,,,,,,,,,,성장기대반영,순이익증가,부채비율 부담,"EPS높음, 초고PER, 초고PBR, EV/EBITDA결측. 최근 순이익 방향은 순이익증가이며 분류는 성장기대반영."
