hypothesis_id,market_regime,direction,dominant_followup,action_hint,total_events,tested_trades,skipped_events,company_count,avg_raw_return_pct,avg_score_return_pct,median_score_return_pct,hit_rate,worst_score_return_pct,best_score_return_pct,external_review_count,entry_mode,hold_days
H04,금리 인상/긴축장,up,상승실패,추격매수 회피 후보,31,11,20,7,-4.403481619416022,4.103481619416023,6.849084568439412,0.6363636363636364,-7.319102621057316,14.477618364418943,10,next_open,5
H04,금리 인상/긴축장,up,상승실패,추격매수 회피 후보,31,10,21,7,-2.1204147050604307,1.8204147050604302,4.791158257123252,0.7,-13.760684140382063,13.14195519348269,9,next_open,10
H04,금리 인상/긴축장,up,상승실패,추격매수 회피 후보,31,10,21,7,-0.7971558919913437,0.4971558919913413,10.181963295453539,0.6,-30.640017436791624,21.25172413793104,9,next_open,20
H05,변동성 장세,up,상승지속,진입 후보,15,4,11,4,5.611412189981385,5.311412189981385,4.137225877192985,0.75,-1.52824974411464,14.49944674965421,0,next_close,5
H05,변동성 장세,up,상승지속,진입 후보,15,4,11,4,11.691650888163622,11.391650888163621,7.39638528255131,0.75,-1.7062499999999978,32.48008298755187,0,next_close,10
H05,변동성 장세,up,상승지속,진입 후보,15,4,11,4,14.177547110419612,13.877547110419611,1.6784517588751826,0.5,-3.425,55.57828492392808,0,next_close,20
H05,변동성 장세,up,상승지속,진입 후보,15,4,11,4,7.0743352185262625,6.774335218526262,6.585857820437269,1.0,0.9591815320041943,12.966443701226314,0,next_open,5
H05,변동성 장세,up,상승지속,진입 후보,15,4,11,4,13.130866164225399,12.8308661642254,11.95356528290057,0.75,-2.013395638629278,29.429729729729736,0,next_open,10
H05,변동성 장세,up,상승지속,진입 후보,15,4,11,4,15.327795530594559,15.02779553059456,5.920338051169749,0.75,-3.726791277258567,51.99729729729731,0,next_open,20
H06,변동성 장세,up,상승지속,진입 후보,33,17,16,12,9.843593608909602,9.543593608909603,6.257377049180335,0.7058823529411765,-3.6826638477801317,54.999055613851006,0,next_close,5
