hypothesis_id,event_id,ticker,name,quarter,date,direction,chg_pct,trade_amount,trade_amount_eok,amount_tag,flow_category,flow_tags,dart_tag,window_category,window_types,leading_signal,followup,has_usable_followup,needs_external_review,external_review_trigger,market_regime,source_file,dominant_followup,dominant_rate,usable_event_count,company_count,d1_return,d3_return,d5_return,d10_return,action_hint,entry_mode,hold_days,fee_bps,status,skip_reason,side,entry_date,exit_date,entry_price,exit_price,raw_return_pct,score_return_pct
H04,034020_2022_Q1_2022-03-11_up,034020,두산에너빌리티,2022_Q1,2022-03-11,up,10.18957345971565,686085879550.0,6860.8587955,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승실패,True,True,B,금리 인상/긴축장,00_기업별분석\두산에너빌리티\두산에너빌리티_2022_Q1_events.jsonl,상승실패,0.7142857142857143,28,17,0.43,-2.8,-3.66,-4.73,추격매수 회피 후보,next_open,20.0,15.0,ok,,avoid_long,2022-03-14,2022-04-11,23500.0,20200.0,-14.04255319148936,13.742553191489359
H04,006340_2022_Q1_2022-03-31_up,006340,대원전선,2022_Q1,2022-03-31,up,25.13368983957218,238907112150.0,2389.0711215,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|누적 배경형,있음,후속거래일부족,False,True,B,금리 인상/긴축장,00_기업별분석\대원전선\대원전선_2022_Q1_events.jsonl,상승실패,0.7142857142857143,28,17,,,,,추격매수 회피 후보,next_open,20.0,15.0,skip,event_date_not_in_cache,,,,,,,
H04,199820_2022_Q2_2022-04-04_up,199820,제일일렉트릭,2022_Q2,2022-04-04,up,3.256056264652263,1614437100.0,16.144371,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승실패,True,True,B,금리 인상/긴축장,00_기업별분석\제일일렉트릭\제일일렉트릭_2022_Q2_events.jsonl,상승실패,0.7142857142857143,28,17,0.0,-5.68,-7.88,-6.62,추격매수 회피 후보,next_open,20.0,15.0,skip,ohlcv_cache_missing,,,,,,,
H04,042700_2022_Q2_2022-04-14_up,042700,한미반도체,2022_Q2,2022-04-14,up,5.182926829268286,24235044500.0,242.350445,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|누적 배경형,있음,단기되돌림,True,True,B,금리 인상/긴축장,00_기업별분석\한미반도체\한미반도체_2022_Q2_events.jsonl,상승실패,0.7142857142857143,28,17,-1.74,-1.16,-1.74,-12.17,추격매수 회피 후보,next_open,20.0,15.0,skip,event_date_not_in_cache,,,,,,,
H04,009150_2022_Q2_2022-06-08_up,009150,삼성전기,2022_Q2,2022-06-08,up,5.208333333333326,197026603000.0,1970.26603,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|누적 배경형,있음,상승실패,True,True,B,금리 인상/긴축장,00_기업별분석\삼성전기\삼성전기_2022_Q2_events.jsonl,상승실패,0.7142857142857143,28,17,0.33,-2.64,-3.96,-13.2,추격매수 회피 후보,next_open,20.0,15.0,skip,event_date_not_in_cache,,,,,,,
H04,222080_2022_Q2_2022-06-09_up,222080,씨아이에스,2022_Q2,2022-06-09,up,11.46953405017921,103462498450.0,1034.6249845,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승지속,True,True,B,금리 인상/긴축장,00_기업별분석\씨아이에스\씨아이에스_2022_Q2_events.jsonl,상승실패,0.7142857142857143,28,17,11.58,8.68,4.18,0.64,추격매수 회피 후보,next_open,20.0,15.0,skip,event_date_not_in_cache,,,,,,,
H04,222080_2022_Q2_2022-06-10_up,222080,씨아이에스,2022_Q2,2022-06-10,up,11.575562700964625,428952376100.0,4289.523761,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승실패,True,True,B,금리 인상/긴축장,00_기업별분석\씨아이에스\씨아이에스_2022_Q2_events.jsonl,상승실패,0.7142857142857143,28,17,-2.31,-7.49,-7.78,-4.61,추격매수 회피 후보,next_open,20.0,15.0,ok,,avoid_long,2022-06-13,2022-07-11,17400.0,13650.0,-21.55172413793104,21.25172413793104
H04,199820_2022_Q3_2022-08-12_up,199820,제일일렉트릭,2022_Q3,2022-08-12,up,4.722921914357681,761950900.0,7.619509,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승실패,True,True,B,금리 인상/긴축장,00_기업별분석\제일일렉트릭\제일일렉트릭_2022_Q3_events.jsonl,상승실패,0.7142857142857143,28,17,-1.88,-5.64,-7.89,-10.9,추격매수 회피 후보,next_open,20.0,15.0,skip,ohlcv_cache_missing,,,,,,,
H04,199820_2022_Q3_2022-08-26_up,199820,제일일렉트릭,2022_Q3,2022-08-26,up,4.896360372123398,386934400.0,3.869344,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매수,DART공시동반,직접반응,직접 반응형|선반영형|누적 배경형,있음,상승실패,True,True,B,금리 인상/긴축장,00_기업별분석\제일일렉트릭\제일일렉트릭_2022_Q3_events.jsonl,상승실패,0.7142857142857143,28,17,-7.78,-8.95,-8.17,-9.34,추격매수 회피 후보,next_open,20.0,15.0,skip,ohlcv_cache_missing,,,,,,,
H04,001510_2022_Q3_2022-09-15_up,001510,SK증권,2022_Q3,2022-09-15,up,1.9297036526533475,3286807608.0,32.86807608,거래대금급증,외국인기관동반매도,외국인기관동반매도|개인매도,DART공시동반,직접반응,직접 반응형|누적 배경형,있음,상승실패,True,False,,금리 인상/긴축장,00_기업별분석\SK증권\SK증권_2022_Q3_events.jsonl,상승실패,0.7142857142857143,28,17,-1.22,-2.97,-3.65,-12.98,추격매수 회피 후보,next_open,20.0,15.0,ok,,avoid_long,2022-09-16,2022-10-18,1473.0,1343.0,-8.825526137135098,8.525526137135097
